,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,Total_Income,Income_Level,Prop_Area_Semiurban,Prop_Area_Urban
109,LP001384,1.0,1,3,0,0,4.543294782270004,480.0,1.0,1.0,7.946263643580541,1,1,0
110,LP001385,1.0,0,0,1,0,4.912654885736052,360.0,1.0,1.0,8.578476419833136,1,0,1
111,LP001387,0.0,1,0,1,0,4.9344739331306915,360.0,1.0,1.0,8.568266461600238,1,1,0
112,LP001391,1.0,1,0,0,0,5.0238805208462765,360.0,0.0,0.0,8.94715577112479,1,0,0
113,LP001392,0.0,0,1,1,1,4.844187086458591,360.0,1.0,1.0,8.916103530553727,1,1,0
114,LP001398,1.0,0,0,1,0,4.770684624465665,360.0,1.0,1.0,8.527143522269405,1,1,0
115,LP001401,1.0,1,1,1,0,5.220355825078324,180.0,1.0,1.0,9.587611745713565,2,0,0
116,LP001404,0.0,1,0,1,0,5.0369526024136295,360.0,1.0,1.0,8.60337088765729,1,1,0
117,LP001405,1.0,1,1,1,0,4.442651256490317,360.0,0.7,1.0,8.192016914536875,1,0,1
118,LP001421,1.0,1,0,1,0,5.1647859739235145,360.0,1.0,0.0,8.950273466557375,1,0,0
119,LP001422,0.0,0,0,1,0,5.556828061699537,360.0,1.0,1.0,9.250330020192342,2,0,1
120,LP001426,1.0,1,0,1,0,5.19295685089021,360.0,1.0,1.0,9.0280988119824,1,0,0
121,LP001430,0.0,0,0,1,0,3.8,360.0,1.0,1.0,8.334711621820917,1,1,0
122,LP001431,0.0,0,0,1,0,4.919980925828125,360.0,0.0,1.0,9.316230747233615,2,1,0
123,LP001432,1.0,1,2,1,0,4.394449154672439,360.0,1.0,1.0,7.9919305198524775,1,1,0
124,LP001439,1.0,1,0,0,0,5.267858159063328,360.0,1.0,1.0,8.750524669117937,1,0,0
125,LP001443,0.0,0,0,1,0,4.532599493153256,360.0,0.7,1.0,8.213923595622743,1,0,0
126,LP001448,-1.0,1,3,1,0,5.8,360.0,1.0,1.0,9.8,3,0,0
127,LP001449,1.0,0,0,1,0,4.844187086458591,360.0,1.0,1.0,8.61341204915678,1,0,0
128,LP001451,1.0,1,1,1,1,5.075173815233827,180.0,0.0,0.0,9.572410734431823,2,0,1
129,LP001465,1.0,1,0,1,0,5.204006687076795,360.0,0.7,0.0,9.065198986306513,1,0,0
130,LP001469,1.0,0,0,1,1,5.8,480.0,0.7,1.0,9.8,3,0,1
131,LP001473,1.0,0,0,1,0,4.30406509320417,360.0,1.0,1.0,8.279697133877628,1,0,1
132,LP001478,1.0,0,0,1,0,4.248495242049359,360.0,1.0,1.0,7.907651594711089,1,1,0
133,LP001482,1.0,1,0,1,1,3.8,120.0,1.0,1.0,8.148734808937169,1,1,0
134,LP001487,1.0,0,0,1,0,4.624972813284271,360.0,1.0,1.0,8.49596955496461,1,1,0
135,LP001488,1.0,1,3,1,0,5.66988092298052,360.0,1.0,0.0,9.371608519572305,2,1,0
136,LP001489,0.0,1,0,1,0,4.430816798843313,360.0,1.0,0.0,8.430109084509125,1,0,0
137,LP001491,1.0,1,2,1,1,4.477336814478207,360.0,1.0,1.0,8.827028068509152,1,0,1
138,LP001492,1.0,0,0,1,0,5.488937726156687,360.0,0.0,0.0,9.61573881119536,2,1,0
139,LP001493,1.0,1,2,0,0,4.859812404361672,360.0,1.0,0.0,8.635864721133736,1,0,0
140,LP001497,1.0,1,2,1,0,5.220355825078324,360.0,1.0,0.0,8.871365005136852,1,0,0
141,LP001498,1.0,0,0,1,0,5.123963979403259,360.0,1.0,1.0,8.597297435657898,1,0,1
142,LP001504,1.0,0,0,1,1,5.1647859739235145,180.0,1.0,1.0,8.846496938558838,1,1,0
143,LP001507,1.0,1,0,1,0,4.804021044733257,360.0,1.0,1.0,8.462103225098277,1,1,0
144,LP001508,1.0,1,2,1,0,5.231108616854587,180.0,1.0,1.0,9.372204086867741,2,0,1
145,LP001514,0.0,1,0,1,0,4.605170185988092,360.0,1.0,1.0,8.827028068509152,1,1,0
146,LP001516,0.0,1,2,1,0,4.248495242049359,360.0,1.0,1.0,9.60683200528524,2,0,1
147,LP001518,1.0,1,1,1,0,3.8,360.0,1.0,1.0,7.993957547573565,1,0,1
148,LP001519,0.0,0,0,1,0,5.41610040220442,360.0,1.0,0.0,9.364433907313582,2,0,0
149,LP001520,1.0,1,0,1,0,4.8283137373023015,360.0,1.0,1.0,8.646465527120377,1,1,0
150,LP001528,1.0,0,0,1,0,4.770684624465665,360.0,0.0,0.0,8.744647438317532,1,0,0
151,LP001529,1.0,1,0,1,1,5.0238805208462765,360.0,1.0,1.0,8.752581469146884,1,0,0
152,LP001531,1.0,0,0,1,0,5.497168225293202,360.0,1.0,0.0,9.123256265069069,1,0,1
153,LP001532,1.0,1,2,0,0,4.727387818712341,360.0,1.0,0.0,7.732369222284388,1,0,0
154,LP001535,1.0,0,0,1,0,3.912023005428146,360.0,1.0,1.0,8.087640287778983,1,0,1
155,LP001536,1.0,1,3,1,0,5.8,180.0,0.0,1.0,9.8,4,1,0
156,LP001541,1.0,1,1,1,0,5.075173815233827,360.0,0.7,1.0,8.699514748210191,1,0,0
157,LP001543,1.0,1,1,1,0,5.231108616854587,360.0,1.0,1.0,9.16303909885817,1,0,1
158,LP001546,1.0,0,0,1,0,4.787491742782046,360.0,1.0,1.0,8.529714471969909,1,0,0
159,LP001552,1.0,1,0,1,0,5.541263545158426,360.0,1.0,1.0,9.23092700558457,2,1,0
160,LP001560,1.0,1,0,0,0,4.584967478670572,360.0,1.0,1.0,7.973844375944687,1,1,0
161,LP001562,1.0,1,0,1,0,5.616771097666572,360.0,1.0,0.0,8.978786553302003,1,0,1
162,LP001565,1.0,1,1,1,0,4.795790545596741,360.0,0.0,0.0,8.382289428951436,1,1,0
163,LP001570,1.0,1,2,1,0,5.062595033026967,360.0,1.0,1.0,8.633018756921828,1,0,0
164,LP001572,1.0,1,0,1,0,4.31748811353631,180.0,1.0,1.0,9.140239744296693,1,0,1
165,LP001574,1.0,1,0,1,0,5.204006687076795,360.0,1.0,1.0,8.835355971121606,1,0,0
166,LP001577,0.0,1,0,1,0,4.718498871295094,360.0,1.0,0.0,8.430109084509125,1,0,0
167,LP001578,1.0,1,0,1,0,4.859812404361672,360.0,1.0,1.0,8.660773919893762,1,0,0
168,LP001579,1.0,0,0,1,0,4.143134726391533,480.0,0.0,0.0,7.71289096149013,1,1,0
169,LP001580,1.0,1,2,1,0,5.298317366548036,360.0,1.0,1.0,8.987196820661973,1,1,0
170,LP001581,1.0,1,0,0,0,4.553876891600541,360.0,1.0,1.0,8.185628891147607,1,0,0
171,LP001585,-1.0,1,3,1,0,5.8,300.0,1.0,1.0,9.8,4,0,1
172,LP001586,1.0,1,3,0,0,4.394449154672439,180.0,1.0,0.0,8.166784289056151,1,0,0
173,LP001594,1.0,1,0,1,0,5.231108616854587,360.0,1.0,1.0,9.335474102732949,2,1,0
174,LP001603,1.0,1,0,0,1,4.465908118654584,360.0,1.0,0.0,8.533066540572527,1,1,0
175,LP001606,1.0,1,0,1,0,4.7535901911063645,360.0,1.0,1.0,8.605387202152153,1,0,0
176,LP001608,1.0,1,2,1,0,4.61512051684126,360.0,1.0,1.0,8.20631072579402,1,0,0
177,LP001610,1.0,1,3,1,0,5.8,360.0,0.0,0.0,9.730086093116732,2,1,0
178,LP001616,1.0,1,1,1,0,4.7535901911063645,360.0,1.0,1.0,8.229511118964457,1,1,0
179,LP001630,1.0,0,0,0,0,4.624972813284271,480.0,0.0,0.0,8.238536930171769,1,0,1
180,LP001633,1.0,1,1,1,0,5.19295685089021,360.0,0.0,0.0,9.521494800613105,2,0,1
181,LP001634,1.0,0,0,1,0,4.204692619390966,360.0,0.7,0.0,8.850660919017152,1,0,0
182,LP001636,1.0,1,0,1,0,4.290459441148391,180.0,1.0,1.0,8.433811582477187,1,1,0
183,LP001637,1.0,1,1,1,0,5.560681631015528,360.0,1.0,0.0,9.8,4,1,0
184,LP001639,0.0,1,0,1,0,4.68213122712422,360.0,1.0,1.0,8.195609567288775,1,1,0
185,LP001640,1.0,1,0,1,1,4.787491742782046,360.0,1.0,1.0,9.8,4,1,0
186,LP001641,1.0,1,1,1,1,4.189654742026425,300.0,0.0,0.0,7.686162303492906,1,0,0
187,LP001643,1.0,1,0,1,0,4.060443010546419,360.0,0.7,1.0,8.416488487294606,1,0,0
188,LP001644,-1.0,1,0,1,1,5.123963979403259,360.0,1.0,1.0,8.694502206386648,1,0,0
189,LP001647,1.0,1,0,1,0,5.236441962829949,180.0,1.0,1.0,9.140775908590273,1,0,0
190,LP001653,1.0,0,0,0,0,3.871201010907891,360.0,1.0,1.0,8.493924564476883,1,0,0
191,LP001656,1.0,0,0,1,0,5.099866427824199,360.0,1.0,0.0,9.392661928770137,2,1,0
192,LP001657,1.0,1,0,0,0,5.075173815233827,360.0,1.0,0.0,8.704999678440762,1,0,1
193,LP001658,1.0,0,0,1,0,4.330733340286331,360.0,1.0,1.0,8.257904193465674,1,1,0
194,LP001664,1.0,0,0,1,0,4.787491742782046,360.0,1.0,1.0,8.340694647925071,1,0,0
195,LP001665,1.0,1,1,1,0,5.135798437050262,360.0,1.0,0.0,8.649623978596727,1,1,0
196,LP001666,1.0,0,0,1,0,5.231108616854587,360.0,1.0,1.0,9.399554785027307,2,0,0
197,LP001669,0.0,0,0,0,0,4.787491742782046,360.0,1.0,1.0,8.35983738064003,1,0,1
198,LP001671,0.0,1,0,1,0,4.727387818712341,360.0,0.7,1.0,8.737452587550584,1,1,0
199,LP001673,1.0,0,0,1,1,4.418840607796598,360.0,1.0,0.0,9.305650551780507,2,0,1
200,LP001674,1.0,1,1,0,0,4.499809670330265,360.0,1.0,1.0,8.536995818712418,1,1,0
201,LP001677,1.0,0,2,1,0,5.111987788356544,360.0,0.0,1.0,8.5016733797582,1,1,0
202,LP001682,1.0,1,3,0,0,4.844187086458591,180.0,1.0,0.0,8.292047637431354,1,0,1
203,LP001688,1.0,1,1,0,0,4.90527477843843,360.0,1.0,1.0,8.430109084509125,1,0,1
204,LP001691,1.0,1,2,0,0,4.820281565605037,360.0,1.0,1.0,8.27308133366583,1,1,0
205,LP001692,0.0,0,0,0,0,4.787491742782046,360.0,1.0,1.0,8.391176350832751,1,1,0
206,LP001693,0.0,0,0,1,0,4.382026634673881,360.0,1.0,1.0,8.084562415235304,1,0,1
207,LP001698,1.0,0,0,0,0,4.007333185232471,360.0,1.0,1.0,8.780480107033297,1,0,0
208,LP001699,1.0,0,0,1,0,4.07753744390572,360.0,1.0,1.0,7.8156105320351905,1,0,1
209,LP001702,1.0,0,0,1,0,4.844187086458591,360.0,1.0,0.0,8.136810863675537,1,1,0
210,LP001708,0.0,0,0,1,0,5.365976015021851,360.0,1.0,0.0,9.210340371976184,1,1,0
211,LP001711,1.0,1,3,1,0,4.852030263919617,360.0,0.0,0.0,8.451053388911692,1,1,0
212,LP001713,1.0,1,1,1,1,5.480638923341991,360.0,1.0,1.0,8.960210955576986,1,0,1
213,LP001715,1.0,1,3,0,1,4.867534450455582,360.0,1.0,1.0,8.648747631156539,1,0,0
214,LP001716,1.0,1,0,1,0,4.919980925828125,360.0,1.0,1.0,8.731336360533149,1,0,1
215,LP001720,1.0,1,3,0,0,4.605170185988092,360.0,1.0,1.0,8.483222671845084,1,1,0
216,LP001722,1.0,1,0,1,0,4.90527477843843,360.0,1.0,0.0,7.575584651557793,1,0,0
217,LP001726,1.0,1,0,1,0,4.875197323201151,360.0,1.0,1.0,8.61286694148452,1,1,0
218,LP001732,1.0,1,2,1,0,4.276666119016055,360.0,0.0,0.0,8.517193191416238,1,1,0
219,LP001734,0.0,1,2,1,0,4.844187086458591,360.0,0.7,1.0,8.804775258867686,1,1,0
220,LP001736,1.0,1,0,1,0,4.0943445622221,360.0,0.0,0.0,7.7057128238944275,1,0,1
221,LP001743,1.0,1,2,1,0,4.7535901911063645,360.0,1.0,1.0,8.65277248565806,1,1,0
222,LP001744,1.0,0,0,1,0,4.969813299576001,360.0,1.0,1.0,8.659039915644474,1,1,0
223,LP001749,1.0,1,0,1,0,5.1647859739235145,360.0,1.0,1.0,9.058121158998672,1,1,0
224,LP001750,1.0,1,0,1,0,4.852030263919617,360.0,1.0,1.0,8.740336742730447,1,1,0
225,LP001751,1.0,1,0,1,0,5.135798437050262,360.0,1.0,0.0,8.086410275323782,1,0,0
226,LP001754,1.0,1,0,0,1,4.927253685157205,360.0,1.0,0.0,8.462737005620179,1,0,1
227,LP001758,1.0,1,2,1,0,5.3471075307174685,360.0,1.0,1.0,8.980298078970817,1,1,0
228,LP001760,1.0,1,0,1,0,5.062595033026967,480.0,1.0,1.0,8.467582690862903,1,1,0
229,LP001761,1.0,0,0,1,1,5.298317366548036,360.0,1.0,1.0,8.764053269347762,1,0,0
230,LP001765,1.0,1,1,1,0,4.6443908991413725,360.0,1.0,1.0,8.421783006611578,1,1,0
231,LP001768,1.0,1,0,1,0,3.8,180.0,1.0,1.0,8.22040309993373,1,0,0
232,LP001770,1.0,0,0,0,0,4.787491742782046,360.0,1.0,1.0,8.663369301573839,1,0,0
233,LP001776,0.0,0,0,1,0,5.634789603169249,360.0,1.0,1.0,9.027978814382207,1,1,0
234,LP001778,1.0,1,1,1,0,4.941642422609304,360.0,1.0,1.0,8.503905297089302,1,1,0
235,LP001784,1.0,1,1,1,0,5.135798437050262,360.0,1.0,1.0,8.81877816903701,1,0,0
236,LP001786,1.0,1,0,1,0,5.541263545158426,360.0,0.7,0.0,8.656259239539235,1,0,1
237,LP001788,0.0,0,0,1,1,4.804021044733257,360.0,0.7,1.0,8.149890544402423,1,0,1
238,LP001790,0.0,0,1,1,0,4.718498871295094,360.0,1.0,1.0,8.245909264774093,1,0,0
239,LP001792,1.0,1,1,1,0,4.564348191467836,360.0,1.0,1.0,8.106212902619962,1,1,0
240,LP001798,1.0,1,2,1,0,4.787491742782046,360.0,1.0,1.0,9.289059126687574,2,0,0
241,LP001800,1.0,1,1,0,0,4.941642422609304,180.0,1.0,0.0,8.41027590907016,1,0,1
242,LP001806,1.0,0,0,1,0,5.043425116919247,60.0,1.0,1.0,9.067162602299854,1,0,1
243,LP001807,1.0,1,2,1,1,4.68213122712422,360.0,1.0,1.0,8.92930284224307,1,0,0
244,LP001811,1.0,1,0,0,0,4.812184355372417,360.0,1.0,1.0,8.96482339168508,1,1,0
245,LP001813,1.0,0,0,1,1,4.787491742782046,180.0,1.0,0.0,9.247925132303454,2,0,1
246,LP001814,1.0,1,2,1,0,4.718498871295094,360.0,1.0,1.0,9.1801903950253,1,0,1
247,LP001819,1.0,1,1,0,0,4.919980925828125,180.0,1.0,1.0,8.796036315200814,1,0,1
248,LP001824,1.0,1,1,1,0,4.812184355372417,480.0,1.0,1.0,8.460622839927844,1,1,0
249,LP001825,1.0,1,0,1,0,4.499809670330265,360.0,1.0,1.0,8.209852481301272,1,0,1
250,LP001835,1.0,1,0,0,0,5.303304908059076,360.0,0.0,0.0,8.62299361030245,1,1,0
251,LP001836,0.0,0,2,1,0,4.927253685157205,360.0,1.0,0.0,8.139440521874608,1,0,1
252,LP001841,1.0,0,0,0,1,4.6443908991413725,360.0,1.0,1.0,8.465899897028686,1,0,0
253,LP001843,1.0,1,1,0,0,5.631211781821365,180.0,1.0,1.0,9.186252576447092,1,1,0
254,LP001844,1.0,0,0,1,1,5.2574953720277815,360.0,0.0,0.0,9.695848187757884,2,0,1
255,LP001846,0.0,0,3,1,0,5.541263545158426,360.0,1.0,1.0,8.03365842788615,1,0,0
256,LP001849,1.0,0,0,0,0,4.74493212836325,360.0,0.0,0.0,8.706986763048892,1,0,0
257,LP001854,1.0,1,3,1,0,4.543294782270004,360.0,1.0,0.0,8.565983355585669,1,0,1
258,LP001859,1.0,1,0,1,0,5.717027701406222,360.0,1.0,0.0,9.72812174830818,2,0,0
259,LP001864,1.0,1,3,0,0,4.852030263919617,360.0,0.7,0.0,8.503297086224126,1,1,0
260,LP001865,1.0,1,1,1,0,5.799092654460526,360.0,0.7,1.0,9.243097936214355,2,0,1
